,match_id,season,team1,team2,toss_winner,toss_decision,match_winner,winner_wickets,winner_runs,player_of_match,venue,outcome,method,eliminator,team1_win_percentage_against_team2,avg_1st_innings,avg_2nd_innings
0,1024,2023,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,5.0,0.0,DP Conway,"Narendra Modi Stadium, Ahmedabad",Normal,D/L,NA,60.0,177.0,161.0
1,1023,2023,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,Gujarat Titans,0.0,47.5,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",Normal,Not D/L,NA,50.0,177.0,161.0
2,1022,2023,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,0.0,47.5,Akash Madhwal,"MA Chidambaram Stadium, Chepauk, Chennai",Normal,Not D/L,NA,75.0,163.0,150.0
3,1021,2023,Gujarat Titans,Chennai Super Kings,Gujarat Titans,field,Chennai Super Kings,0.0,15.0,RD Gaikwad,"MA Chidambaram Stadium, Chepauk, Chennai",Normal,Not D/L,NA,60.0,163.0,150.0
4,1020,2023,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,field,Gujarat Titans,6.0,0.0,Shubman Gill,"M Chinnaswamy Stadium, Bengaluru",Normal,Not D/L,NA,66.67,171.0,153.0
5,1019,2023,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,8.0,0.0,C Green,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,42.86,169.0,159.0
6,1018,2023,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,Lucknow Super Giants,0.0,1.0,N Pooran,"Eden Gardens, Kolkata",Normal,Not D/L,NA,0.0,164.0,150.0
7,1017,2023,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,0.0,47.5,RD Gaikwad,"Arun Jaitley Stadium, Delhi",Normal,Not D/L,NA,63.64,175.0,161.0
8,1016,2023,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,4.0,0.0,D Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Normal,Not D/L,NA,38.46,180.0,155.0
9,1015,2023,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Royal Challengers Bangalore,8.0,0.0,V Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Normal,Not D/L,NA,50.0,159.0,148.0
10,1014,2023,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,0.0,15.0,RR Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala",Normal,Not D/L,NA,30.0,180.0,155.0
11,1013,2023,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,0.0,5.0,MP Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Normal,Not D/L,NA,75.0,148.0,140.0
12,1012,2023,Sunrisers Hyderabad,Gujarat Titans,Sunrisers Hyderabad,field,Gujarat Titans,0.0,34.0,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",Normal,Not D/L,NA,33.33,177.0,161.0
13,1011,2023,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,bat,Kolkata Knight Riders,6.0,0.0,RK Singh,"MA Chidambaram Stadium, Chepauk, Chennai",Normal,Not D/L,NA,35.71,163.0,150.0
14,1010,2023,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,0.0,47.5,WD Parnell,"Sawai Mansingh Stadium, Jaipur",Normal,Not D/L,NA,51.72,159.0,145.0
15,1009,2023,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Punjab Kings,0.0,31.0,P Simran Singh,"Arun Jaitley Stadium, Delhi",Normal,Not D/L,NA,30.0,175.0,161.0
16,1008,2023,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,Lucknow Super Giants,7.0,0.0,PN Mankad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Normal,Not D/L,NA,0.0,159.0,148.0
17,1007,2023,Gujarat Titans,Mumbai Indians,Gujarat Titans,field,Mumbai Indians,0.0,27.0,SA Yadav,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,50.0,169.0,159.0
18,1006,2023,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,9.0,0.0,YBK Jaiswal,"Eden Gardens, Kolkata",Normal,Not D/L,NA,51.85,164.0,150.0
19,1005,2023,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,0.0,27.0,RA Jadeja,"MA Chidambaram Stadium, Chepauk, Chennai",Normal,Not D/L,NA,63.64,163.0,150.0
20,1004,2023,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,6.0,0.0,SA Yadav,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,40.62,169.0,159.0
21,1003,2023,Kolkata Knight Riders,Punjab Kings,Punjab Kings,bat,Kolkata Knight Riders,5.0,0.0,AD Russell,"Eden Gardens, Kolkata",Normal,Not D/L,NA,65.62,164.0,150.0
22,1002,2023,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,bat,Sunrisers Hyderabad,4.0,0.0,GD Phillips,"Sawai Mansingh Stadium, Jaipur",Normal,Not D/L,NA,50.0,159.0,145.0
23,1001,2023,Gujarat Titans,Lucknow Super Giants,Lucknow Super Giants,field,Gujarat Titans,0.0,47.5,Shubman Gill,"Narendra Modi Stadium, Ahmedabad",Normal,Not D/L,NA,100.0,177.0,161.0
24,1000,2023,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,bat,Delhi Capitals,7.0,0.0,PD Salt,"Arun Jaitley Stadium, Delhi",Normal,Not D/L,NA,44.44,175.0,161.0
25,999,2023,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Chennai Super Kings,6.0,0.0,M Pathirana,"MA Chidambaram Stadium, Chepauk, Chennai",Normal,Not D/L,NA,44.44,163.0,150.0
26,998,2023,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,bat,Gujarat Titans,9.0,0.0,Rashid Khan,"Sawai Mansingh Stadium, Jaipur",Normal,Not D/L,NA,80.0,159.0,145.0
27,997,2023,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,0.0,5.0,CV Varun,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Normal,Not D/L,NA,60.0,159.0,148.0
28,996,2023,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,6.0,0.0,Ishan Kishan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Normal,Not D/L,NA,45.16,168.0,157.0
29,995,2023,Lucknow Super Giants,Chennai Super Kings,Chennai Super Kings,field,NA,0.0,0.0,NA,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",no result,Not D/L,NA,33.33,148.0,140.0
30,994,2023,Gujarat Titans,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,0.0,5.0,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad",Normal,Not D/L,NA,66.67,177.0,161.0
31,993,2023,Lucknow Super Giants,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,0.0,18.0,F du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Normal,Not D/L,NA,25.0,148.0,140.0
32,992,2023,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,bat,Mumbai Indians,6.0,0.0,YBK Jaiswal,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,44.44,169.0,159.0
33,991,2023,Punjab Kings,Chennai Super Kings,Chennai Super Kings,bat,Punjab Kings,4.0,0.0,DP Conway,"MA Chidambaram Stadium, Chepauk, Chennai",Normal,Not D/L,NA,42.86,163.0,150.0
34,990,2023,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,0.0,9.0,MR Marsh,"Arun Jaitley Stadium, Delhi",Normal,Not D/L,NA,36.36,175.0,161.0
35,989,2023,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,7.0,0.0,J Little,"Eden Gardens, Kolkata",Normal,Not D/L,NA,33.33,164.0,150.0
36,988,2023,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,Lucknow Super Giants,0.0,47.5,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Normal,Not D/L,NA,66.67,168.0,157.0
37,987,2023,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,0.0,32.0,YBK Jaiswal,"Sawai Mansingh Stadium, Jaipur",Normal,Not D/L,NA,53.57,159.0,145.0
38,986,2023,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,0.0,21.0,CV Varun,"M Chinnaswamy Stadium, Bengaluru",Normal,Not D/L,NA,56.25,171.0,153.0
39,985,2023,Gujarat Titans,Mumbai Indians,Mumbai Indians,field,Gujarat Titans,0.0,47.5,A Manohar,"Narendra Modi Stadium, Ahmedabad",Normal,Not D/L,NA,50.0,177.0,161.0
40,984,2023,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,Delhi Capitals,0.0,7.0,AR Patel,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Normal,Not D/L,NA,36.36,159.0,148.0
41,983,2023,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Chennai Super Kings,0.0,47.5,AM Rahane,"Eden Gardens, Kolkata",Normal,Not D/L,NA,35.71,164.0,150.0
42,982,2023,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Royal Challengers Bangalore,0.0,7.0,GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru",Normal,Not D/L,NA,51.72,171.0,153.0
43,981,2023,Punjab Kings,Mumbai Indians,Mumbai Indians,field,Punjab Kings,0.0,13.0,SM Curran,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,45.16,169.0,159.0
44,980,2023,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,Gujarat Titans,0.0,7.0,MM Sharma,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Normal,Not D/L,NA,100.0,148.0,140.0
45,979,2023,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,7.0,0.0,RA Jadeja,"MA Chidambaram Stadium, Chepauk, Chennai",Normal,Not D/L,NA,26.32,163.0,150.0
46,978,2023,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,4.0,0.0,I Sharma,"Arun Jaitley Stadium, Delhi",Normal,Not D/L,NA,30.0,175.0,161.0
47,977,2023,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,field,Royal Challengers Bangalore,0.0,24.0,Mohammed Siraj,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Normal,Not D/L,NA,54.84,168.0,157.0
48,976,2023,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,field,Lucknow Super Giants,0.0,10.0,MP Stoinis,"Sawai Mansingh Stadium, Jaipur",Normal,Not D/L,NA,33.33,159.0,145.0
49,975,2023,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,field,Mumbai Indians,0.0,14.0,C Green,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Normal,Not D/L,NA,42.86,159.0,148.0
50,974,2023,Chennai Super Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Chennai Super Kings,0.0,8.0,DP Conway,"M Chinnaswamy Stadium, Bengaluru",Normal,Not D/L,NA,66.67,171.0,153.0
51,973,2023,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,3.0,0.0,SO Hetmyer,"Narendra Modi Stadium, Ahmedabad",Normal,Not D/L,NA,80.0,177.0,161.0
52,972,2023,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,5.0,0.0,VR Iyer,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,28.12,169.0,159.0
53,971,2023,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,Punjab Kings,2.0,0.0,Sikandar Raza,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Normal,Not D/L,NA,66.67,148.0,140.0
54,970,2023,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bangalore,0.0,23.0,V Kohli,"M Chinnaswamy Stadium, Bengaluru",Normal,Not D/L,NA,44.44,171.0,153.0
55,969,2023,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Sunrisers Hyderabad,0.0,23.0,HC Brook,"Eden Gardens, Kolkata",Normal,Not D/L,NA,60.0,164.0,150.0
56,968,2023,Gujarat Titans,Punjab Kings,Gujarat Titans,field,Gujarat Titans,6.0,0.0,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Normal,Not D/L,NA,66.67,168.0,157.0
57,967,2023,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,field,Rajasthan Royals,0.0,3.0,R Ashwin,"MA Chidambaram Stadium, Chepauk, Chennai",Normal,Not D/L,NA,53.57,163.0,150.0
58,966,2023,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,Mumbai Indians,6.0,0.0,RG Sharma,"Arun Jaitley Stadium, Delhi",Normal,Not D/L,NA,63.64,175.0,161.0
59,965,2023,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants,field,Lucknow Super Giants,1.0,0.0,N Pooran,"M Chinnaswamy Stadium, Bengaluru",Normal,Not D/L,NA,25.0,171.0,153.0
60,964,2023,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,Sunrisers Hyderabad,8.0,0.0,S Dhawan,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Normal,Not D/L,NA,66.67,159.0,148.0
61,963,2023,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,Kolkata Knight Riders,3.0,0.0,RK Singh,"Narendra Modi Stadium, Ahmedabad",Normal,Not D/L,NA,33.33,177.0,161.0
62,962,2023,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Chennai Super Kings,7.0,0.0,RA Jadeja,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,44.44,169.0,159.0
63,961,2023,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,0.0,47.5,YBK Jaiswal,"Barsapara Cricket Stadium, Guwahati",Normal,Not D/L,NA,33.33,198.0,167.0
64,960,2023,Sunrisers Hyderabad,Lucknow Super Giants,Sunrisers Hyderabad,bat,Lucknow Super Giants,5.0,0.0,KH Pandya,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Normal,Not D/L,NA,0.0,148.0,140.0
65,959,2023,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Kolkata Knight Riders,0.0,47.5,SN Thakur,"Eden Gardens, Kolkata",Normal,Not D/L,NA,56.25,164.0,150.0
66,958,2023,Punjab Kings,Rajasthan Royals,Rajasthan Royals,field,Punjab Kings,0.0,5.0,NT Ellis,"Barsapara Cricket Stadium, Guwahati",Normal,Not D/L,NA,38.46,198.0,167.0
67,957,2023,Gujarat Titans,Delhi Capitals,Gujarat Titans,field,Gujarat Titans,6.0,0.0,B Sai Sudharsan,"Arun Jaitley Stadium, Delhi",Normal,Not D/L,NA,66.67,175.0,161.0
68,956,2023,Lucknow Super Giants,Chennai Super Kings,Lucknow Super Giants,field,Chennai Super Kings,0.0,12.0,MM Ali,"MA Chidambaram Stadium, Chepauk, Chennai",Normal,Not D/L,NA,33.33,163.0,150.0
69,955,2023,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,field,Royal Challengers Bangalore,8.0,0.0,F du Plessis,"M Chinnaswamy Stadium, Bengaluru",Normal,Not D/L,NA,40.62,171.0,153.0
70,954,2023,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,field,Rajasthan Royals,0.0,47.5,JC Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",Normal,Not D/L,NA,50.0,159.0,148.0
71,953,2023,Lucknow Super Giants,Delhi Capitals,Delhi Capitals,field,Lucknow Super Giants,0.0,47.5,MA Wood,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow",Normal,Not D/L,NA,100.0,148.0,140.0
72,952,2023,Kolkata Knight Riders,Punjab Kings,Kolkata Knight Riders,field,Punjab Kings,0.0,7.0,Arshdeep Singh,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh",Normal,D/L,NA,65.62,168.0,157.0
73,951,2023,Gujarat Titans,Chennai Super Kings,Gujarat Titans,field,Gujarat Titans,5.0,0.0,Rashid Khan,"Narendra Modi Stadium, Ahmedabad",Normal,Not D/L,NA,60.0,177.0,161.0
74,950,2022,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,bat,Gujarat Titans,7.0,0.0,HH Pandya,"Narendra Modi Stadium, Ahmedabad",Normal,Not D/L,NA,80.0,177.0,161.0
75,949,2022,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,7.0,0.0,JC Buttler,"Narendra Modi Stadium, Ahmedabad",Normal,Not D/L,NA,51.72,177.0,161.0
76,948,2022,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants,field,Royal Challengers Bangalore,0.0,14.0,RM Patidar,"Eden Gardens, Kolkata",Normal,Not D/L,NA,25.0,164.0,150.0
77,947,2022,Gujarat Titans,Rajasthan Royals,Gujarat Titans,field,Gujarat Titans,7.0,0.0,DA Miller,"Eden Gardens, Kolkata",Normal,Not D/L,NA,80.0,164.0,150.0
78,946,2022,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,bat,Punjab Kings,5.0,0.0,Harpreet Brar,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,66.67,169.0,159.0
79,945,2022,Mumbai Indians,Delhi Capitals,Mumbai Indians,field,Mumbai Indians,5.0,0.0,JJ Bumrah,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,63.64,169.0,159.0
80,944,2022,Chennai Super Kings,Rajasthan Royals,Chennai Super Kings,bat,Rajasthan Royals,5.0,0.0,R Ashwin,"Brabourne Stadium, Mumbai",Normal,Not D/L,NA,53.57,179.0,166.0
81,943,2022,Gujarat Titans,Royal Challengers Bangalore,Gujarat Titans,bat,Royal Challengers Bangalore,8.0,0.0,V Kohli,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,66.67,169.0,159.0
82,942,2022,Kolkata Knight Riders,Lucknow Super Giants,Lucknow Super Giants,bat,Lucknow Super Giants,0.0,2.0,Q de Kock,"Dr DY Patil Sports Academy, Mumbai",Normal,Not D/L,NA,0.0,160.0,148.0
83,941,2022,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,field,Sunrisers Hyderabad,0.0,3.0,RA Tripathi,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,42.86,169.0,159.0
84,940,2022,Punjab Kings,Delhi Capitals,Punjab Kings,field,Delhi Capitals,0.0,17.0,SN Thakur,"Dr DY Patil Sports Academy, Mumbai",Normal,Not D/L,NA,30.0,160.0,148.0
85,939,2022,Lucknow Super Giants,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,0.0,24.0,TA Boult,"Brabourne Stadium, Mumbai",Normal,Not D/L,NA,33.33,179.0,166.0
86,938,2022,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,bat,Gujarat Titans,7.0,0.0,WP Saha,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,60.0,169.0,159.0
87,937,2022,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,bat,Kolkata Knight Riders,0.0,47.5,AD Russell,Maharashtra Cricket Association Stadium,Normal,Not D/L,NA,60.0,168.0,149.0
88,936,2022,Punjab Kings,Royal Challengers Bangalore,Royal Challengers Bangalore,field,Punjab Kings,0.0,47.5,JM Bairstow,"Brabourne Stadium, Mumbai",Normal,Not D/L,NA,54.84,179.0,166.0
89,935,2022,Chennai Super Kings,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,5.0,0.0,DR Sams,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,44.44,169.0,159.0
90,934,2022,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,8.0,0.0,MR Marsh,"Dr DY Patil Sports Academy, Mumbai",Normal,Not D/L,NA,33.33,160.0,148.0
91,933,2022,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,bat,Gujarat Titans,0.0,47.5,Shubman Gill,Maharashtra Cricket Association Stadium,Normal,Not D/L,NA,100.0,168.0,149.0
92,932,2022,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,field,Kolkata Knight Riders,0.0,47.5,JJ Bumrah,"Dr DY Patil Sports Academy, Mumbai",Normal,Not D/L,NA,28.12,160.0,148.0
93,931,2022,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,0.0,47.5,DP Conway,"Dr DY Patil Sports Academy, Mumbai",Normal,Not D/L,NA,63.64,160.0,148.0
94,930,2022,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Royal Challengers Bangalore,0.0,47.5,PWH de Silva,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,50.0,169.0,159.0
95,929,2022,Kolkata Knight Riders,Lucknow Super Giants,Kolkata Knight Riders,field,Lucknow Super Giants,0.0,47.5,Avesh Khan,Maharashtra Cricket Association Stadium,Normal,Not D/L,NA,0.0,168.0,149.0
96,928,2022,Punjab Kings,Rajasthan Royals,Punjab Kings,bat,Rajasthan Royals,6.0,0.0,YBK Jaiswal,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,38.46,169.0,159.0
97,927,2022,Gujarat Titans,Mumbai Indians,Gujarat Titans,field,Mumbai Indians,0.0,5.0,TH David,"Brabourne Stadium, Mumbai",Normal,Not D/L,NA,50.0,179.0,166.0
98,926,2022,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,field,Delhi Capitals,0.0,21.0,DA Warner,"Brabourne Stadium, Mumbai",Normal,Not D/L,NA,36.36,179.0,166.0
99,925,2022,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,field,Royal Challengers Bangalore,0.0,13.0,HV Patel,Maharashtra Cricket Association Stadium,Normal,Not D/L,NA,66.67,168.0,149.0
100,924,2022,Gujarat Titans,Punjab Kings,Gujarat Titans,bat,Punjab Kings,8.0,0.0,K Rabada,"Dr DY Patil Sports Academy, Mumbai",Normal,Not D/L,NA,66.67,160.0,148.0
101,923,2022,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Kolkata Knight Riders,7.0,0.0,RK Singh,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,51.85,169.0,159.0
102,922,2022,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Chennai Super Kings,0.0,13.0,RD Gaikwad,Maharashtra Cricket Association Stadium,Normal,Not D/L,NA,26.32,168.0,149.0
103,921,2022,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,bat,Lucknow Super Giants,0.0,6.0,Mohsin Khan,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,100.0,169.0,159.0
104,920,2022,Rajasthan Royals,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,5.0,0.0,SA Yadav,"Dr DY Patil Sports Academy, Mumbai",Normal,Not D/L,NA,44.44,160.0,148.0
105,919,2022,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,bat,Gujarat Titans,6.0,0.0,R Tewatia,"Brabourne Stadium, Mumbai",Normal,Not D/L,NA,66.67,179.0,166.0
106,918,2022,Lucknow Super Giants,Punjab Kings,Punjab Kings,field,Lucknow Super Giants,0.0,20.0,KH Pandya,Maharashtra Cricket Association Stadium,Normal,Not D/L,NA,66.67,168.0,149.0
107,917,2022,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,4.0,0.0,Kuldeep Yadav,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,30.0,169.0,159.0
108,916,2022,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,field,Gujarat Titans,5.0,0.0,Umran Malik,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,33.33,169.0,159.0
109,915,2022,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,field,Rajasthan Royals,0.0,29.0,R Parag,Maharashtra Cricket Association Stadium,Normal,Not D/L,NA,51.72,168.0,149.0
110,914,2022,Punjab Kings,Chennai Super Kings,Chennai Super Kings,field,Punjab Kings,0.0,11.0,S Dhawan,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,42.86,169.0,159.0
111,913,2022,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,0.0,36.0,KL Rahul,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,75.0,169.0,159.0
112,912,2022,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,field,Sunrisers Hyderabad,9.0,0.0,M Jansen,"Brabourne Stadium, Mumbai",Normal,Not D/L,NA,50.0,179.0,166.0
113,911,2022,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,bat,Gujarat Titans,0.0,8.0,Rashid Khan,"Dr DY Patil Sports Academy, Mumbai",Normal,Not D/L,NA,33.33,160.0,148.0
114,910,2022,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,0.0,15.0,JC Buttler,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,33.33,169.0,159.0
115,909,2022,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Chennai Super Kings,3.0,0.0,Mukesh Choudhary,"Dr DY Patil Sports Academy, Mumbai",Normal,Not D/L,NA,44.44,160.0,148.0
116,908,2022,Punjab Kings,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,9.0,0.0,Kuldeep Yadav,"Brabourne Stadium, Mumbai",Normal,Not D/L,NA,30.0,179.0,166.0
117,907,2022,Lucknow Super Giants,Royal Challengers Bangalore,Lucknow Super Giants,field,Royal Challengers Bangalore,0.0,18.0,F du Plessis,"Dr DY Patil Sports Academy, Mumbai",Normal,Not D/L,NA,25.0,160.0,148.0
118,906,2022,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,field,Rajasthan Royals,0.0,7.0,YS Chahal,"Brabourne Stadium, Mumbai",Normal,Not D/L,NA,51.85,179.0,166.0
119,905,2022,Gujarat Titans,Chennai Super Kings,Gujarat Titans,field,Gujarat Titans,3.0,0.0,DA Miller,Maharashtra Cricket Association Stadium,Normal,Not D/L,NA,60.0,168.0,149.0
120,904,2022,Sunrisers Hyderabad,Punjab Kings,Sunrisers Hyderabad,field,Sunrisers Hyderabad,7.0,0.0,Umran Malik,"Dr DY Patil Sports Academy, Mumbai",Normal,Not D/L,NA,66.67,160.0,148.0
121,903,2022,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bangalore,0.0,16.0,KD Karthik,"Wankhede Stadium, Mumbai",Normal,Not D/L,NA,44.44,169.0,159.0
122,902,2022,Lucknow Super Giants,Mumbai Indians,Mumbai Indians,field,Lucknow Super Giants,0.0,18.0,KL Rahul,"Brabourne Stadium, Mumbai",Normal,Not D/L,NA,75.0,179.0,166.0
